EVGA,EVGA GeForce RTX 2070 SUPER XC ULTRA GAMING| 08G-P4-3173-KR,423342
GIGABYTE,GIGABYTE GeForce RTX 2070 Super GAMING OC 3X 8G Graphics Card| GV-N207SGAMING OC-8GD,434462
ASUS,ASUS ROG STRIX GeForce RTX 2060 DirectX 12 ROG-STRIX-RTX2060-A6G-GAMING Video Card,31378
ASRock,ASRock Phantom Gaming X Radeon RX Vega 56 DirectX 12 RX VEGA 56 8G Video Card,18909
Sapphire Tech,SAPPHIRE PULSE Radeon RX 5700 XT 100416P8GL Video Card,33459
MSI,MSI GeForce RTX 2060 DirectX 12 RTX 2060 VENTUS XS 6G OC Video Card,264722
EVGA,EVGA GeForce RTX 2070 SUPER XC ULTRA+ Video Card| OVERCLOCKED| 2.75-Slot Extreme Cool Dual,46253
Sapphire Tech,SAPPHIRE NITRO+ Radeon RX 5700 XT 100416NT+8GSR Video Card,34733
EVGA,EVGA GeForce RTX 2080 Ti XC ULTRA GAMING| 11G-P4-2383-KR| 11GB GDDR6| Dual HDB Fans & RGB LED,1005692
EVGA,EVGA GeForce RTX 2080 SUPER XC GAMING Video Card| 08G-P4-3182-KR| 8GB GDDR6,579802
MSI,MSI GeForce GTX 1660 SUPER DirectX 12 GTX 1660 SUPER VENTUS XS OC Video Card,181532
MSI,MSI GeForce RTX 2080 Ti DirectX 12 RTX 2080 TI VENTUS 11G OC Video Card,85038
PowerColor,PowerColor Radeon RX 5700 DirectX 12 AXRX 5700 8GBD6-3DH/OC Video Card,28159
EVGA,EVGA GeForce RTX 2080 Ti FTW3 ULTRA GAMING| 11G-P4-2487-KR| 11GB GDDR6| iCX2 & RGB LED,1206832
MSI,MSI GeForce RTX 2060 DirectX 12 RTX 2060 GAMING 6G Video Card,289642
EVGA,EVGA GeForce GTX 1660 SC ULTRA GAMING| 06G-P4-1067-KR| 6GB GDDR5| Dual Fan| Metal Backplate,18814
ZOTAC,ZOTAC GAMING GeForce RTX 2060 6GB GDDR6 192-bit Gaming Graphics Card| Super Compact| ZT-T20600H-10M,25167
GIGABYTE,GIGABYTE GeForce GTX 1050 Ti OC Low Profile 4GB Video Card| GV-N105TOC-4GL,12873
EVGA,EVGA GeForce RTX 2080 Ti XC GAMING| 11G-P4-2382-KR| 11GB GDDR6| Dual HDB Fans & RGB LED,989612
MSI,MSI GeForce RTX 2080 TI GAMING X TRIO Video Card,933352
MSI,MSI Graphics Card Bolster,2019
MSI,MSI Radeon RX 5700 XT DirectX 12 RX 5700 XT GAMING X Video Card,352603
Sapphire Tech,SAPPHIRE PULSE Radeon RX 570 DirectX 12 11266-66-20G Video Card,12544
MSI,MSI Radeon RX 5700 DirectX 12 RX 5700 MECH OC Video Card,251672
GIGABYTE,GIGABYTE AORUS Radeon RX 5700 XT 8G Graphics Card| PCIe 4.0| 8GB 256-Bit GDDR6| GV-R57XTAORUS-8GD Video Card,327942
ASRock,ASRock Phantom Gaming D Radeon RX 570 DirectX 12 RX570 8G OC Video Card,10991
MSI,MSI GeForce RTX 2060 SUPER DirectX 12 RTX 2060 SUPER GAMING Video Card,35091
EVGA,EVGA GeForce RTX 2060 SC GAMING| 06G-P4-2062-KR| 6GB GDDR6| HDB Fan,282222
EVGA,EVGA GeForce RTX 2080 SUPER XC HYBRID GAMING| 08G-P4-3188-KR| 8GB GDDR6| RGB LED Logo| Metal Backplate,603652
Sapphire Tech,SAPPHIRE Radeon RX 5600 XT 11296-01-20G Video Card,224852
ASUS,ASUS GeForce RTX 2080 SUPER Overclocked 8G Dual-Fan EVO Edition Graphics Card (DUAL-RTX2080S-O8G-EVO),55214
MSI,MSI GeForce GTX 1660 DirectX 12 GTX 1660 GAMING X 6G Video Card,181512
PowerColor,PowerColor RED DRAGON Radeon RX 5700 XT DirectX 12 AXRX 5700 XT 8GBD6-3DHR/OC Video Card,32986
GIGABYTE,GIGABYTE Radeon RX 580 GAMING 8G (rev. 2.0) Graphics Card| PCIe 3.0| 8GB 256-Bit GDDR5| GV-RX580GAMING-8GD REV2.0 Video Card,13142
MSI,MSI GeForce RTX 2060 DirectX 12 RTX 2060 GAMING Z 6G Video Card,283002
MSI,MSI GeForce RTX 2080 Ti DirectX 12 RTX 2080 Ti VENTUS GP Video Card,876343
GIGABYTE,GIGABYTE GeForce RTX 2060 SUPER GAMING OC 3X 8G Graphics Card| GV-N206SGAMING OC-8GD,33639
GIGABYTE,GIGABYTE Radeon RX 5500 XT DirectX 12 GV-R55XTOC-8GD Video Card,167902
XFX,XFX Radeon RX 5600 XT DirectX 12 RX-56XT6DFD6 Video Card,219822
MSI,MSI Radeon RX 5500 XT DirectX 12 RX 5500 XT MECH 4G OC Video Card,149122
GIGABYTE,GIGABYTE GeForce GTX 1660 GAMING OC 6G Graphics Card| 3 x WINDFORCE Fans| 6GB 192-Bit GDDR5| GV-N1660GAMING OC-6GD Video Card,193092
EVGA,EVGA GeForce RTX 2060 SUPER XC ULTRA GAMING| 08G-P4-3163-KR,368452
Sapphire Tech,SAPPHIRE PULSE Radeon RX 5600 XT DirectX 12 100419P6GL Video Card,22419
GIGABYTE,GIGABYTE GeForce RTX 2080 Super GAMING OC 8G (Rev 2.0) Graphics Card| GV-N208SGAMING OC-8GC,55674
ASRock,ASRock Challenger D Radeon RX 5500 XT DirectX 12 RX5500XT CLD 8GO Video Card,15696
ASRock,ASRock Challenger D Radeon RX 5600 XT DirectX 12 RX5600XT CLD 6GO Video Card,21197
XFX,XFX RADEON RX 590 FATBOY Core Edition 8GB 1580MHz DDR5 3xDP HDMI DVI PCI Express 3.0 Graphics Card RX-590P8DLD6,16142
GIGABYTE,GIGABYTE Radeon RX 5600 XT WINDFORCE OC 6G Graphics Card| 2 x WINDFORCE Fans| 6GB 192-Bit GDDR6| GV-R56XTWF2OC-6GD Video Card,22528
NVIDIA,NVIDIA TITAN RTX DirectX 12 900-1G150-2500-000 SB Video Card,201137
PNY Technologies, Inc.,PNY Quadro P1000 VCQP1000-PB 4GB 128-bit GDDR5 PCI Express 3.0 x16 Low Profile Video Cards - Workstation,256932
ZOTAC,ZOTAC GAMING GeForce RTX 2080 SUPER Twin Fan 8GB GDDR6 256-bit 15.5 Gbps Gaming Graphics Card| IceStorm 2.0| Spectra Lighting| ZT-T20820F-10P,557413
MSI,MSI GeForce GTX 1650 DirectX 12 GTX 1650 GAMING X 4G Video Card,129162
MSI,MSI GeForce GT 710 DirectX 12 GT 710 1GD3H LP Video Card,36322
GIGABYTE,GIGABYTE Radeon RX Vega 64 DirectX 12 GV-RXVEGA64GAMING OC-8GD Video Card,31501
MSI,MSI GeForce GT 710 DirectX 12 GT 710 2GD3H LP Video Card,48272
GIGABYTE,GIGABYTE Radeon RX Vega 56 DirectX 12 GV-RXVEGA56GAMING OC-8GD Video Card,201012
MSI,MSI GeForce RTX 2060 DirectX 12 RTX 2060 VENTUS 6G OC Video Card,272282
EVGA,EVGA GeForce RTX 2070 SUPER GAMING| 08G-P4-3070-KR| 8GB GDDR6| RGB LED Logo,426413
EVGA,EVGA GeForce RTX 2060 XC ULTRA GAMING| 6GB GDDR6| Dual HDB Fans Graphics Card 06G-P4-2167-KR,321822
EVGA,EVGA GeForce RTX 2080 TI FTW3 ULTRA HYBRID GAMING| 11G-P4-2484-KR| 11GB GDDR6| RGB LED & iCX2 Technology - 9 Thermal Sensors,113615
EVGA,EVGA GeForce RTX 2060 GAMING| 06G-P4-2060-KR| 6GB GDDR6| HDB Fan,266552
MSI,MSI GeForce GT 1030 DirectX 12 GT 1030 2G LP OC Video Card,78042
GIGABYTE,GIGABYTE GeForce RTX 2060 DirectX 12 GV-N2060WF2OC-6GD R2 Video Card,26284
GIGABYTE,GIGABYTE GeForce RTX 2060 SUPER DirectX 12 GV-N206SGAMING OC-8GD v2.0 Video Card,32032
Sapphire Tech,SAPPHIRE PULSE Radeon RX 5500 XT DirectX 12 100418P8GL Video Card,16895
MSI,MSI GeForce RTX 2070 DirectX 12 RTX 2070 VENTUS GP Video Card,310112
AMD,Radeon Pro WX 7100 100-505826 8GB 256-bit GDDR5 Workstation Video Card,378172
MSI,MSI GeForce RTX 2070 DirectX 12 RTX 2070 ARMOR 8G OC Video Card,34275
MSI,MSI GeForce RTX 2060 SUPER DirectX 12 RTX 2060 SUPER VENTUS GP OC Video Card,31116
GIGABYTE,GIGABYTE Geforce RTX 2060 OC GG Graphics Card| 2 x WINDFORCE Fans| 6GB 192-Bit GDDR6| GV-N2060OC-6GD  Video Card,25855
AMD,AMD Radeon Pro WX 3200 100-506115 4GB 128-bit GDDR5 PCIe 3.0 x16 (x8 Electrical) Low Profile Workstation Video Card,144902
AMD,Radeon Pro WX 4100 100-506008 4GB 128-bit GDDR5 Low Profile Workstation Video Card,20383
ASUS,ASUS Dual GeForce RTX 2070 DirectX 12 DUAL-RTX2070-O8G-MINI Video Card,33897
ASRock,ASRock Challenger D Radeon RX 5500 XT DirectX 12 RX5500XT CLD 4GO Video Card,13739
GIGABYTE,GIGABYTE GeForce RTX 2070 SUPER DirectX 12 GV-N207SGAMINGOC WHITE-8GD Video Card,43446
AMD,AMD Radeon Pro WX 3100 100-505999 PCI-Express x16 (x8 Electrical) Half Height Workstation Video Card,132752
EVGA,EVGA GeForce RTX 2080 FTW3 ULTRA HYBRID GAMING| 08G-P4-2284-KR| 8GB GDDR6| RGB LED & iCX2 Technology,571232
PNY Technologies, Inc.,PNY Quadro P620 VGA VCQP620-PB 2GB 128-bit GDDR5 PCI Express 3.0 x16 Video Card,140792
Sapphire Tech,SAPPHIRE PULSE Radeon RX 5500 XT DirectX 12 100418P4GL Video Card,14482
EVGA,EVGA GeForce RTX 2070 SUPER FTW3 ULTRA GAMING| 08G-P4-3277-KR| 8GB GDDR6,456113
EVGA,EVGA GeForce RTX 2080 Ti K|NGP|N GAMING| 11G-P4-2589-KR| 11GB GDDR6| iCX2 Technology| OLED Display| Metal Backplate,148950
ASUS,ASUS ASUS TUF Gaming 3 Radeon RX 5600 XT TUF 3-RX5600XT-O6G-EVO-GAMING Video Card,24303
ASRock,ASRock Phantom Gaming D Radeon RX 570 DirectX 12 RX570 4G Video Card,9089
EVGA,EVGA GeForce RTX NVLink SLI Bridge| 3-Slot Spacing| RGB LED| 100-2W-0029-LR Model 100-2W-0029-LR,80452
MSI,MSI Radeon RX 5500 XT DirectX 12 RX 5500 XT GAMING X 8G Video Card,181022
XFX,XFX Radeon RX 5500 XT DirectX 12 RX-55XT826D6 Video Card,17756
MSI,MSI GeForce GT 710 DirectX 12 GT 710 2GD3 LP Video Card,44392
MSI,MSI Radeon RX 5500 XT DirectX 12 RX 5500 XT MECH 8G OC Video Card,167782
GIGABYTE,GIGABYTE GeForce GTX 1650 SUPER DirectX 12 GV-N165SOC-4GD Video Card,128732
ASUS,ASUS AMD Radeon RX 5500 XT Overclocked O8G GDDR6 Dual Fan EVO Edition Gaming Graphics Card (DUAL-RX5500XT-O8G-EVO),16895
EVGA,EVGA GeForce RTX 2080 Ti XC HYBRID GAMING| 11G-P4-2384-KR| 11GB GDDR6| HYBRID| RGB LED Logo| Metal Backplate,1097532
ASUS,ASUS Turbo GeForce RTX 2080 SUPER TURBO-RTX2080S-8G-EVO Video Card,611462
EVGA,EVGA GeForce RTX 2080 SUPER FTW3 HYDRO COPPER GAMING Video Card| 08G-P4-3289-KR,67420
PowerColor,PowerColor RED DRAGON Radeon RX 5500 XT DirectX 12 AXRX 5500 XT 8GBD6-DHR/OC Video Card,17700
MSI,MSI GeForce RTX 2060 SUPER DirectX 12 RTX 2060 SUPER GAMING X Video Card,342982
ASUS,ASUS ROG STRIX Radeon RX 5600 XT ROG-STRIX-RX5600XT-O6G-GAMING Video Card,25871
MSI,MSI GeForce GTX 1050 Ti DirectX 12 GTX 1050 Ti 4GT OC Video Card,128852
MSI,MSI Radeon RX 5600 XT DirectX 12 RX 5600 XT MECH OC Video Card,228782
ZOTAC,ZOTAC GeForce GTX 1060 Mini| ZT-P10610A-10L| 3GB GDDR5 Super Compact,131812
EVGA,EVGA GeForce GTX 1660 Ti XC Black GAMING| 06G-P4-1261-KR| 6GB GDDR6| HDB Fan,228502
EVGA,EVGA GeForce GTX 1660 XC Black GAMING| 06G-P4-1161-KR| 6GB GDDR5| HDB Fan,185042
ASUS,ASUS GeForce GTX 1660 SUPER Overclocked 6GB Phoenix Fan Edition HDMI DP DVI Graphics Card (PH-GTX1660S-O6G),185052
ASRock,ASRock Phantom Gaming Radeon RX 550 DirectX 12 RX550 2G Video Card,7196
GIGABYTE,GIGABYTE Radeon RX 5500 XT DirectX 12 GV-R55XTGAMING OC-8GD Video Card,16778
ASRock,ASRock Phantom Gaming D3 Radeon RX 5600 XT DirectX 12 RX5600XT PGD3 6GO Video Card,22767
GIGABYTE,GIGABYTE GeForce RTX 2080 Ti GAMING OC 11G Graphics Card| 3 x WINDFORCE Fans| 11GB 352-Bit GDDR6| GV-N208TGAMING OC-11GC Video Card,92816
EVGA,EVGA GeForce RTX 2060 XC BLACK GAMING| 6GB GDDR6| HDB Fan Graphics Card 06G-P4-2061-KR,286153
XFX,XFX Radeon RX 5600 XT DirectX 12 RX-56XT6TBD8 Video Card,24830
Sapphire Tech,SAPPHIRE PULSE Radeon RX 580 DirectX 12 11265-05-20G Video Cards,15346
EVGA,EVGA GeForce RTX 2080 SUPER GAMING Video Card| 08G-P4-3080-KR| 8GB GDDR6| Adjustable RGB LED,595743
EVGA,EVGA GeForce RTX 2070 SUPER FTW3 GAMING| 08G-P4-3273-KR| 8GB GDDR6| iCX2 Technology| RGB LED| Metal Backplate,45469
AMD,Radeon Pro WX 5100 100-505940 8GB 256-bit GDDR5 Workstation Video Card,286422
GIGABYTE,GIGABYTE GeForce GTX 1050 Ti DirectX 12 GV-N105TOC-4GD Video Cards,127932
MSI,MSI GeForce GT 710 DirectX 12 GT 710 1GD3H LPV1 Video Card,40222
ASRock,ASRock Phantom Gaming D2 Radeon RX 5600 XT DirectX 12 RX5600XT PGD2 6GO Video Card,23552
GIGABYTE,GIGABYTE GeForce GT 1030 DirectX 12 GV-N1030OC-2GI Video Card,72412
GIGABYTE,GIGABYTE GeForce GTX 1650 OC 4G Graphics Card| 2 x WINDFORCE Fans| 4GB 128-Bit GDDR5| GV-N1650OC-4GD Video Card,128732
ASUS,ASUS GeForce GT 710 2GB GDDR5 HDMI VGA DVI Graphics Card (GT710-SL-2GD5-CSM),44252
PNY Technologies, Inc.,PNY Quadro P2000 VCQP2000-PB 5GB 160-bit GDDR5 PCI Express 3.0 x16 Video Cards - Workstation,345152
GIGABYTE,GIGABYTE GeForce RTX 2060 DirectX 12 GV-N2060GAMINGOC PRO-6GD Ver 2.0 Video Card,31476
EVGA,EVGA GeForce RTX 2080 SUPER FTW3 GAMING| 08G-P4-3283-KR| 8GB GDDR6| iCX2 Technology| RGB LED| Metal Backplate,62716
AMD,AMD Radeon Pro WX 2100 100-506001 2GB 64-bit GDDR5 PCI-Express x16 (x8 Electrical) Half Height Workstation Video Card,106092
MSI,MSI GeForce RTX 2080 SUPER DirectX 12 RTX 2080 Super Ventus XS OC Video Card,53702
EVGA,EVGA GeForce RTX 2080 SUPER FTW3 HYBRID GAMING Video Card| 08G-P4-3288-KR,635002
MSI,MSI Radeon RX 5700 XT DirectX 12 RX 5700 XT GAMING Video Card,34595
AMD,AMD Radeon Pro W5700 100-506085 8GB 256-bit GDDR6 PCI Express 4.0 x16 Workstation Video Card,610123
GIGABYTE,GIGABYTE Radeon RX 5500 XT DirectX 12 GV-R55XTGAMING OC-4GD Video Card,14527
GIGABYTE,GIGABYTE GeForce RTX 2060 DirectX 12 GV-N2060IXOC-6GD rev. 2.0 Video Card,24231
EVGA,EVGA GeForce GT 1030 SC| 02G-P4-6332-KR| 2GB GDDR5| Passive| Low Profile,104592
EVGA,EVGA GeForce RTX 2080 XC HYBRID GAMING Video Card| 08G-P4-2184-KR,67795
GIGABYTE,GIGABYTE Radeon RX 5500 XT DirectX 12 GV-R55XTOC-4GD Video Card,144822
PowerColor,PowerColor Radeon RX 5600 XT DirectX 12 AXRX 5600XT 6GBD6-3DH/OC Video Card,22735
MSI,MSI GeForce 210 DirectX 10.1 N210-MD1G/D3 Video Card,29732
ASUS,ASUS ROG STRIX AMD Radeon RX 5500 XT Overclocked 8G GDDR6 HDMI DisplayPort Gaming Graphics Card (ROG-STRIX-RX5500XT-O8G-GAMING),18505
Sapphire Tech,SAPPHIRE NITRO+ Radeon RX 5500 XT DirectX 12 100418NT+8GSEL Video Card| Special Edition,19309
MSI,MSI Radeon RX 5700 DirectX 12 RX 5700 GAMING Video Card,31476
MSI,MSI GeForce GT 730 DirectX 12 N730-2GD3V3 Video Card,54942
EVGA,EVGA GeForce GTX 1660 XC GAMING| 06G-P4-1163-KR| 6GB GDDR5| HDB Fan,193092
GIGABYTE,GIGABYTE GeForce RTX 2070 DirectX 12 GV-N2070WF2-8GD Video Card,30254
ASUS,ASUS AREZ RX 560 O2G OC Edition GDDR5 DP HDMI DVI AMD Graphics Card (AREZ-RX560-O2G-EVO),112632
ASUS,ASUS GeForce GT 1030 2GB Phoenix Fan OC Edition HDMI DVI Graphics Card (PH-GT1030-O2G),56652
ASUS,ASUS Dual GeForce RTX 2080 SUPER DUAL-RTX2080S-O8G-EVO-V2 Video Card,58982
MSI,MSI GeForce GTX 1660 SUPER DirectX 12 GTX 1660 SUPER GAMING X Video Card,204212
EVGA,EVGA GeForce RTX 2060 XC ULTRA BLACK GAMING Video Card| 06G-P4-2163-KR| 6GB GDDR6| Dual HDB Fans,30574
ASUS,ASUS Dual GeForce RTX 2060 DirectX 12 DUAL-RTX2060-O6G Video Card,321822
ZOTAC,ZOTAC GeForce GT 1030 2GB GDDR5 64-bit PCIe 3.0 DirectX 12 HDCP Ready Low Profile Video Card ZT-P10300A-10L,69782
ASUS,Asus ROG Strix ROG-STRIX-RTX2060S-A8G-GAMING GeForce RTX 2060 SUPER Graphic Card - 8 GB GDDR6,36205
EVGA,EVGA GeForce GT 1030 SC| 02G-P4-6333-KR| 2GB GDDR5| Low Profile,104592
ASUS,ASUS AMD Radeon RX 5700 Overclocked 8G GDDR6 Dual Fan EVO Edition Gaming Graphics Card (DUAL-RX5700-O8G-EVO),297682
MSI,MSI GeForce GTX 1050 Ti DirectX 12 GTX 1050 Ti GAMING X 4G Video Card,119892
EVGA,EVGA GeForce RTX 2080 SUPER XC ULTRA GAMING Video Card| 08G-P4-3183-KR,587532
AMD,AMD Radeon Pro WX 9100 100-505957 16GB 2048-bit HBM2 CrossFire Supported Video Card,1286492
AMD,AMD Radeon Pro WX 8200 8GB 2048-bit HBM2 100-505956 Workstation Video Card ,780412
GIGABYTE,GIGABYTE GeForce GTX 1660 SUPER DirectX 12 GV-N166SGAMING OC-6GD Video Card,19067
ASUS,ASUS ROG Strix Radeon RX 5700 XT ROG-STRIX-RX5700XT-O8G-GAMING Video Card,34793
EVGA,EVGA GeForce RTX 2080 SUPER BLACK GAMING| 08G-P4-3081-KR| 8GB GDDR6,568072
GIGABYTE,GIGABYTE GeForce GTX 1660 SUPER DirectX 12 GV-N166SOC-6GD Video Card,19310
MSI,MSI GeForce GTX 1660 Ti DirectX 12 GTX 1660 Ti GAMING 6G Video Card,231922
GIGABYTE,GIGABYTE GeForce GTX 1660 SUPER MINI ITX OC 6G Graphics Card| GV-N166SIXOC-6GD,175412
EVGA,EVGA GeForce RTX 2070 SUPER FTW3 ULTRA+ Video Card| OVERCLOCKED| 2.75 Slot Extreme Cool Triple + iCX2,47822
ASRock,ASRock Radeon RX 5700 DirectX 12 RX 5700 8G Video Card,27137
